"상품코드","자체 상품코드","진열상태","판매상태","상품분류 번호","상품분류 신상품영역","상품분류 추천상품영역","상품명","영문 상품명","상품명(관리용)","공급사 상품명","모델명","상품 요약설명","상품 간략설명","상품 상세설명","모바일 상품 상세설명 설정","모바일 상품 상세설명","검색어설정","과세구분","소비자가","공급가","상품가","판매가","판매가 대체문구 사용","판매가 대체문구","주문수량 제한 기준","최소 주문수량(이상)","최대 주문수량(이하)","적립금","적립금 구분","공통이벤트 정보","성인인증","옵션사용","품목 구성방식","옵션 표시방식","옵션세트명","옵션입력","옵션 스타일","버튼이미지 설정","색상 설정","필수여부","품절표시 문구","추가입력옵션","추가입력옵션 명칭","추가입력옵션 선택/필수여부","입력글자수(자)","이미지등록(상세)","이미지등록(목록)","이미지등록(작은목록)","이미지등록(축소)","이미지등록(추가)","제조사","공급사","브랜드","트렌드","자체분류 코드","제조일자","출시일자","유효기간 사용여부","유효기간","원산지","상품부피(cm)","상품결제안내","상품배송안내","교환/반품안내","서비스문의/안내","배송정보","배송방법","국내/해외배송","배송지역","배송비 선결제 설정","배송기간","배송비 구분","배송비입력","스토어픽업 설정","상품 전체중량(kg)","HS코드","상품 구분(해외통관)","상품소재","영문 상품소재(해외통관)","옷감(해외통관)","검색엔진최적화(SEO) 검색엔진 노출 설정","검색엔진최적화(SEO) Title","검색엔진최적화(SEO) Author","검색엔진최적화(SEO) Description","검색엔진최적화(SEO) Keywords","검색엔진최적화(SEO) 상품 이미지 Alt 텍스트","개별결제수단설정","상품배송유형 코드","메모"
"","SAF2026-45","Y","Y","43","Y","Y","No 895 - 김상구","","[45] 김상구","","","목판화 | 한지에 목판화 | 180x30cm","김상구는 1945년 서울에서 태어나 홍대 서양화과와 동대학원을 졸업하였다. 그는 현대 산업사회의 기계화시대에 역행하는 듯한 목판화와 철저한 수공적 공정을 고수하고 있는 보기 드문 작가이다. 목각예술은 현란한 세련미 대신에 우직함과 단순함을 특징으로 하는 동양적 장인정신과 서민적 속성을 그 뿌리로 한다.","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">No 895</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">김상구</p><p style=""color: #888;"">한지에 목판화 | 180x30cm | 2005</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 소개</h3><p style=""white-space: pre-line;"">김상구는 1945년 서울에서 태어나 홍대 서양화과와 동대학원을 졸업하였다. 그는 현대 산업사회의 기계화시대에 역행하는 듯한 목판화와 철저한 수공적 공정을 고수하고 있는 보기 드문 작가이다. 목각예술은 현란한 세련미 대신에 우직함과 단순함을 특징으로 하는 동양적 장인정신과 서민적 속성을 그 뿌리로 한다.</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 이력</h3><p style=""white-space: pre-line; font-size: 14px;"">학력
1967년 홍익대학교 서양화 학사
홍익대학교 미술교육대학원 석사

기관 경력
한국판화가협회 회원
대한민국미술대전 심사위원</p></div></div>","A","","김상구,목판화,씨앗페,SAF2026,미술,예술,작품","B","4000000","4000000","4000000","4000000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","SAF2026-46","Y","Y","43","Y","Y","북한산을 거닐다-2 - 류연복","","[46] 류연복","","","목판화 | 한지에 목판화 | 38x165cm","류연복은 경기도 가평에서 출생하여 서울에서 학업을 하다가 1977년 홍익대 미대에 입학하면서 본격적으로 민중미술의 세계에 뛰어든 작가이다. '아름다움은 많은 이들이 누릴 수 있어야 한다.'는 소박한 믿음은 그가 대학을 졸업하던 1984년 서울 미술공동체를 결성하고 벽화팀 '십장생'에서 벽화운동을 이끄는 원동력이 되었다.","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">북한산을 거닐다-2</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">류연복</p><p style=""color: #888;"">한지에 목판화 | 38x165cm | 2013</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 소개</h3><p style=""white-space: pre-line;"">류연복은 경기도 가평에서 출생하여 서울에서 학업을 하다가 1977년 홍익대 미대에 입학하면서 본격적으로 민중미술의 세계에 뛰어든 작가이다. '아름다움은 많은 이들이 누릴 수 있어야 한다.'는 소박한 믿음은 그가 대학을 졸업하던 1984년 서울 미술공동체를 결성하고 벽화팀 '십장생'에서 벽화운동을 이끄는 원동력이 되었다.</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 이력</h3><p style=""white-space: pre-line; font-size: 14px;"">학력
1984년 홍익대학교 미술대학 회화과 학사

기관 경력
1985년 서울미술공동체 대표
1991년 민족미술협의회 사무국장</p></div></div>","A","","류연복,목판화,씨앗페,SAF2026,미술,예술,작품","B","4000000","4000000","4000000","4000000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","SAF2026-47","Y","Y","43","Y","Y","튼튼한 감나무 - 이윤엽 (에디션)","","[47] 이윤엽","","","기타 | 확인 중 | 56x76cm","이윤엽은 농부나 노동자, 주변의 소박한 사물들을 재치 있게 표현하는데 흰 여백 위에 굵은 선을 사용하여 투박하면서도 정겨운 목판화의 특징을 잘 보여준다. 그에게 목판화는 나무를 깎고 작업의 도구를 다루며 그의 몸을 움직이게 만드는 매체로써, 노동을 이해하는 사람들 사이의 공감을 만들어 내거나 노동의 가치 그 자체에 대한 이해를 이끌어내는 방법이기도 하다.","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">튼튼한 감나무 (에디션)</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">이윤엽</p><p style=""color: #888;"">확인 중 | 56x76cm | 2025</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 소개</h3><p style=""white-space: pre-line;"">이윤엽은 농부나 노동자, 주변의 소박한 사물들을 재치 있게 표현하는데 흰 여백 위에 굵은 선을 사용하여 투박하면서도 정겨운 목판화의 특징을 잘 보여준다. 그에게 목판화는 나무를 깎고 작업의 도구를 다루며 그의 몸을 움직이게 만드는 매체로써, 노동을 이해하는 사람들 사이의 공감을 만들어 내거나 노동의 가치 그 자체에 대한 이해를 이끌어내는 방법이기도 하다.</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 이력</h3><p style=""white-space: pre-line; font-size: 14px;"">학력 사항
1993, 수원대 서양화과 입학
1997, 수원대 서양화과 졸업

수상 내역
2012, 구본주예술상 수상</p></div></div>","A","","이윤엽,기타,씨앗페,SAF2026,미술,예술,작품","B","1000000","1000000","1000000","1000000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","SAF2026-48","Y","Y","43","Y","Y","북한산 2025 - 이윤엽 (에디션)","","[48] 이윤엽","","","기타 | 확인 중 | 56x76cm","이윤엽은 농부나 노동자, 주변의 소박한 사물들을 재치 있게 표현하는데 흰 여백 위에 굵은 선을 사용하여 투박하면서도 정겨운 목판화의 특징을 잘 보여준다.","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">북한산 2025 (에디션)</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">이윤엽</p><p style=""color: #888;"">확인 중 | 56x76cm | 2025</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 소개</h3><p style=""white-space: pre-line;"">이윤엽은 농부나 노동자, 주변의 소박한 사물들을 재치 있게 표현하는데 흰 여백 위에 굵은 선을 사용하여 투박하면서도 정겨운 목판화의 특징을 잘 보여준다.</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 이력</h3><p style=""white-space: pre-line; font-size: 14px;"">1997, 수원대 서양화과 졸업
2012, 구본주예술상 수상</p></div></div>","A","","이윤엽,기타,씨앗페,SAF2026,미술,예술,작품","B","1000000","1000000","1000000","1000000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","SAF2026-49","Y","Y","43","Y","Y","행복한 나날 2020 - 이윤엽 (에디션)","","[49] 이윤엽","","","기타 | 확인 중 | 56x76cm","이윤엽은 농부나 노동자, 주변의 소박한 사물들을 재치 있게 표현하는데 흰 여백 위에 굵은 선을 사용하여 투박하면서도 정겨운 목판화의 특징을 잘 보여준다.","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">행복한 나날 2020 (에디션)</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">이윤엽</p><p style=""color: #888;"">확인 중 | 56x76cm | 2020</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 소개</h3><p style=""white-space: pre-line;"">이윤엽은 농부나 노동자, 주변의 소박한 사물들을 재치 있게 표현하는데 흰 여백 위에 굵은 선을 사용하여 투박하면서도 정겨운 목판화의 특징을 잘 보여준다.</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 이력</h3><p style=""white-space: pre-line; font-size: 14px;"">1997, 수원대 서양화과 졸업
2012, 구본주예술상 수상</p></div></div>","A","","이윤엽,기타,씨앗페,SAF2026,미술,예술,작품","B","1000000","1000000","1000000","1000000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","SAF2026-50","Y","Y","43","Y","Y","나를 안는다 - 이윤엽 (에디션)","","[50] 이윤엽","","","기타 | 확인 중 | 30x42cm","이윤엽은 농부나 노동자, 주변의 소박한 사물들을 재치 있게 표현하는데 흰 여백 위에 굵은 선을 사용하여 투박하면서도 정겨운 목판화의 특징을 잘 보여준다.","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">나를 안는다 (에디션)</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">이윤엽</p><p style=""color: #888;"">확인 중 | 30x42cm | 2025</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 소개</h3><p style=""white-space: pre-line;"">이윤엽은 농부나 노동자, 주변의 소박한 사물들을 재치 있게 표현하는데 흰 여백 위에 굵은 선을 사용하여 투박하면서도 정겨운 목판화의 특징을 잘 보여준다.</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 이력</h3><p style=""white-space: pre-line; font-size: 14px;"">1997, 수원대 서양화과 졸업</p></div></div>","A","","이윤엽,기타,씨앗페,SAF2026,미술,예술,작품","B","500000","500000","500000","500000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","SAF2026-51","Y","Y","43","Y","Y","붉은 봄 매화 - 이윤엽 (에디션)","","[51] 이윤엽","","","기타 | 확인 중 | 41x41cm","이윤엽은 농부나 노동자, 주변의 소박한 사물들을 재치 있게 표현하는데 흰 여백 위에 굵은 선을 사용하여 투박하면서도 정겨운 목판화의 특징을 잘 보여준다.","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">붉은 봄 매화 (에디션)</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">이윤엽</p><p style=""color: #888;"">확인 중 | 41x41cm | 2018</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 소개</h3><p style=""white-space: pre-line;"">이윤엽은 농부나 노동자, 주변의 소박한 사물들을 재치 있게 표현하는데 흰 여백 위에 굵은 선을 사용하여 투박하면서도 정겨운 목판화의 특징을 잘 보여준다.</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 이력</h3><p style=""white-space: pre-line; font-size: 14px;"">1997, 수원대 서양화과 졸업</p></div></div>","A","","이윤엽,기타,씨앗페,SAF2026,미술,예술,작품","B","700000","700000","700000","700000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","SAF2026-52","Y","Y","43","Y","Y","밤의 템포 - 최은경","","[52] 최은경","","","회화 | Oil on canvas | 53x65.1cm","최은경은 회화의 '붓질'이란 삶의 구체성을 표현하기 위한 전제로 다시 조우해야만 하는 잊힌 (원)기억에 의해 직조되는(재구성되는) - 대립하는 양극이 아니라 막대자석과 자기장의 원리(구조적 자리) 사이의 차이처럼 작동하는 - 허구의 내러티브이자 실재의 사실성이 아닐까 하는 추론으로 작업한다.","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">밤의 템포</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">최은경</p><p style=""color: #888;"">Oil on canvas | 53x65.1cm | 2023</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 소개</h3><p style=""white-space: pre-line;"">최은경은 회화의 '붓질'이란 삶의 구체성을 표현하기 위한 전제로 다시 조우해야만 하는 잊힌 (원)기억에 의해 직조되는(재구성되는) - 대립하는 양극이 아니라 막대자석과 자기장의 원리(구조적 자리) 사이의 차이처럼 작동하는 - 허구의 내러티브이자 실재의 사실성이 아닐까 하는 추론으로 작업한다.</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 이력</h3><p style=""white-space: pre-line; font-size: 14px;"">학력
2006 한국예술종합학교 미술원 조형예술과 예술전문사 졸업
1997 덕성여자대학교 예술대학 서양화과 졸업

수상
2004 제4회 송은미술대상 대상 수상

작품소장
국립현대미술관 미술은행, 서울시립미술관, 송은문화재단 등</p></div></div>","A","","최은경,회화,씨앗페,SAF2026,미술,예술,작품","B","3500000","3500000","3500000","3500000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","SAF2026-53","Y","Y","43","Y","Y","나무하늘 물그림자 - 최은경","","[53] 최은경","","","회화 | Oil on canvas | 72.7x60.6cm","최은경은 회화의 '붓질'이란 삶의 구체성을 표현하기 위한 전제로 다시 조우해야만 하는 잊힌 (원)기억에 의해 직조되는(재구성되는) 허구의 내러티브이자 실재의 사실성이 아닐까 하는 추론으로 작업한다.","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">나무하늘 물그림자</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">최은경</p><p style=""color: #888;"">Oil on canvas | 72.7x60.6cm | 2022</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 소개</h3><p style=""white-space: pre-line;"">최은경은 회화의 '붓질'이란 삶의 구체성을 표현하기 위한 전제로 다시 조우해야만 하는 잊힌 (원)기억에 의해 직조되는(재구성되는) 허구의 내러티브이자 실재의 사실성이 아닐까 하는 추론으로 작업한다.</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 이력</h3><p style=""white-space: pre-line; font-size: 14px;"">2006 한국예술종합학교 졸업
2004 제4회 송은미술대상 대상 수상
국립현대미술관 미술은행 소장</p></div></div>","A","","최은경,회화,씨앗페,SAF2026,미술,예술,작품","B","4500000","4500000","4500000","4500000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","SAF2026-54","Y","Y","43","Y","Y","차창 밖, 겨울 능선 - 최은경","","[54] 최은경","","","회화 | Oil on canvas | 72.7x60.6cm","최은경은 회화의 '붓질'이란 삶의 구체성을 표현하기 위한 전제로 다시 조우해야만 하는 잊힌 (원)기억에 의해 직조되는(재구성되는) 허구의 내러티브이자 실재의 사실성이 아닐까 하는 추론으로 작업한다.","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">차창 밖, 겨울 능선</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">최은경</p><p style=""color: #888;"">Oil on canvas | 72.7x60.6cm | 2023</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 소개</h3><p style=""white-space: pre-line;"">최은경은 회화의 '붓질'이란 삶의 구체성을 표현하기 위한 전제로 다시 조우해야만 하는 잊힌 (원)기억에 의해 직조되는(재구성되는) 허구의 내러티브이자 실재의 사실성이 아닐까 하는 추론으로 작업한다.</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 이력</h3><p style=""white-space: pre-line; font-size: 14px;"">2006 한국예술종합학교 졸업
2004 제4회 송은미술대상 대상 수상</p></div></div>","A","","최은경,회화,씨앗페,SAF2026,미술,예술,작품","B","4500000","4500000","4500000","4500000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","SAF2026-55","Y","Y","43","Y","Y","그곳 - 정미정","","[55] 정미정","","","회화 | Oil on canvas | 72.7x53cm","","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">그곳</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">정미정</p><p style=""color: #888;"">Oil on canvas | 72.7x53cm | 2022</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 이력</h3><p style=""white-space: pre-line; font-size: 14px;"">Chelsea college of Arts – MA Fine Art / 첼시 예술대학교 회화과 석사
세종대학교 회화과(서양화) 학사

수상경력
2021. BIAF. New Wave. 부산국제아트페어. 신진우수작가상
2018. IBK 기업은행 신진작가 공모대전. 최우수상

소장처
국립현대미술관 미술은행, 서울시청 박물관, 경기도미술관 등</p></div></div>","A","","정미정,회화,씨앗페,SAF2026,미술,예술,작품","B","3000000","3000000","3000000","3000000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","SAF2026-56","Y","Y","43","Y","Y","그곳 - 정미정","","[56] 정미정","","","회화 | Oil on canvas | 72.7x53cm","","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">그곳</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">정미정</p><p style=""color: #888;"">Oil on canvas | 72.7x53cm | 2022</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 이력</h3><p style=""white-space: pre-line; font-size: 14px;"">Chelsea college of Arts – MA Fine Art
세종대학교 회화과 학사
국립현대미술관 미술은행 소장</p></div></div>","A","","정미정,회화,씨앗페,SAF2026,미술,예술,작품","B","3000000","3000000","3000000","3000000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","SAF2026-57","Y","Y","43","Y","Y","쿼크의 시간#111 - 최재란","","[57] 최재란","","","사진 | Archival pigment print | 100x100cm","","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">쿼크의 시간#111</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">최재란</p><p style=""color: #888;"">Archival pigment print | 100x100cm | 2024</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 이력</h3><p style=""white-space: pre-line; font-size: 14px;"">학력
중앙대학교 미술학사 사진전공
아주대학교 공공정책대학원 행정학 석사

개인전
2023 카이로스(Kairos)벽화, 예술공간 아름(수원)
2022 화성,묵시의 풍경, 수원sk아트리움 아트갤러리(수원)

수상
2023 대한민국국제포토페스티벌 형형색색 수상</p></div></div>","A","","최재란,사진,씨앗페,SAF2026,미술,예술,작품","B","3000000","3000000","3000000","3000000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","SAF2026-58","Y","Y","43","Y","Y","쿼크의 시간#113 - 최재란","","[58] 최재란","","","사진 | Archival pigment print | 100x100cm","","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">쿼크의 시간#113</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">최재란</p><p style=""color: #888;"">Archival pigment print | 100x100cm | 2025</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 이력</h3><p style=""white-space: pre-line; font-size: 14px;"">중앙대학교 미술학사 사진전공
아주대학교 공공정책대학원 행정학 석사
2023 대한민국국제포토페스티벌 형형색색 수상</p></div></div>","A","","최재란,사진,씨앗페,SAF2026,미술,예술,작품","B","3000000","3000000","3000000","3000000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","SAF2026-59","Y","Y","43","Y","Y","Mango tree_Sawani - 이열 (에디션 3/10)","","[59] 이열","","","사진 | Hahnemühle Baryta FB, pigment ink-jet print | 138x99cm","이열(Yoll Lee) 사진가는 2012년부터 나무를 소재로 자연과 생명의 아름다움을 사진으로 표현하고 있는 나무 사진가이다. 2013년 최초의 나무 사진 전시인 '푸른 나무' 시리즈를 시작으로 '숲(2016)', '꿈꾸는 나무(2017)', '인간 나무(2018)'시리즈를 전시하였다.","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">Mango tree_Sawani (에디션 3/10)</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">이열</p><p style=""color: #888;"">Hahnemühle Baryta FB, pigment ink-jet print | 138x99cm | 2023</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 소개</h3><p style=""white-space: pre-line;"">이열(Yoll Lee) 사진가는 2012년부터 나무를 소재로 자연과 생명의 아름다움을 사진으로 표현하고 있는 나무 사진가이다. 2013년 최초의 나무 사진 전시인 '푸른 나무' 시리즈를 시작으로 '숲(2016)', '꿈꾸는 나무(2017)', '인간 나무(2018)'시리즈를 전시하였다.</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 이력</h3><p style=""white-space: pre-line; font-size: 14px;"">중앙대학교 예술대학 사진학과 졸업
이태리 밀라노의 유럽 디자인대학 사진학과 졸업
2025 제14회 녹색문학상 선정</p></div></div>","A","","이열,사진,씨앗페,SAF2026,미술,예술,작품","B","4240000","4240000","4240000","4240000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","SAF2026-60","Y","Y","43","Y","Y","Moonlight Mangrove_Tokuo - 이열 (에디션 7/10)","","[60] 이열","","","사진 | Hahnemühle Baryta FB, pigment ink-jet print | 62x92cm","이열(Yoll Lee) 사진가는 2012년부터 나무를 소재로 자연과 생명의 아름다움을 사진으로 표현하고 있는 나무 사진가이다.","<div style=""font-family: 'Noto Sans KR', sans-serif; line-height: 1.8; color: #333;""><div style=""margin-bottom: 30px;""><h2 style=""font-size: 24px; margin-bottom: 10px;"">Moonlight Mangrove_Tokuo (에디션 7/10)</h2><p style=""font-size: 18px; color: #666; margin-bottom: 5px;"">이열</p><p style=""color: #888;"">Hahnemühle Baryta FB, pigment ink-jet print | 62x92cm | 2023</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 소개</h3><p style=""white-space: pre-line;"">이열(Yoll Lee) 사진가는 2012년부터 나무를 소재로 자연과 생명의 아름다움을 사진으로 표현하고 있는 나무 사진가이다.</p></div><div style=""margin-bottom: 30px;""><h3 style=""font-size: 18px; border-bottom: 1px solid #ddd; padding-bottom: 10px; margin-bottom: 15px;"">작가 이력</h3><p style=""white-space: pre-line; font-size: 14px;"">중앙대학교 예술대학 사진학과 졸업
이태리 밀라노 유럽 디자인대학 졸업</p></div></div>","A","","이열,사진,씨앗페,SAF2026,미술,예술,작품","B","3200000","3200000","3200000","3200000","N","","","1","1","","","","N","N","","","","","","","","","품절","","","","","","","","","","","","","","","","","N","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
